INFO:__main__:dataset:
- multiple-graphs
- TUDataset
- PROTEINS
derive_num: 10
is_random: false
logfname: proteins_dynamic-probsonly_no-combinations.log
nas_args:
  dynamic_behaviour: probs_only
  dynamic_nas_steps: 150
  forward:
    mode: train
    softmax_temp: 5.0
    tanh_c: 2.5
  hidden_size: 100
  reset:
    init_range: 0.1
ss_args:
  debug: false
  prob_scale: 4
  type: dynamic_prob
  with_combinations: false
trainer_args:
  derive:
    derive_from_history: false
  eval:
    save_model_flag: false
  train:
    derive_finaly: false
    num_eras: 30
    save_eras: 50
  train_controller:
    epochs: 20

INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7500], 0.6473214285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 3500], 0.7544642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7000], 0.6383928571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 3500], 0.7366071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 7000], 0.7544642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 7500], 0.7678571428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 7500], 0.7633928571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7500], 0.6741071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_mean_pool', 8000], 0.7053571428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5000], 0.6919642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 5500], 0.7321428571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_max_pool', 7500], 0.7678571428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 6000], 0.7410714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_add_pool', 7500], 0.7544642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 7000], 0.7410714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 6000], 0.7321428571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 5500], 0.7589285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 3000], 0.7410714285714286)
INFO:nas.trainer:train | 2 era_time 10723.895034313202
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_mean_pool', 8000], 0.6875)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 6000], 0.65625)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7500], 0.65625)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_mean_pool', 7500], 0.7232142857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_mean_pool', 4500], 0.7276785714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 4500], 0.7232142857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 4500], 0.7232142857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_mean_pool', 6500], 0.7366071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 6500], 0.71875)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 4000], 0.7098214285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 8000], 0.6473214285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 3000], 0.75)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_mean_pool', 7000], 0.7678571428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7500], 0.7008928571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 7500], 0.6919642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 8000], 0.75)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 3000], 0.6785714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 5500], 0.7142857142857143)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_max_pool', 5000], 0.7589285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_max_pool', 6500], 0.7544642857142857)
INFO:nas.trainer:train | 3 era_time 10370.003021240234
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 8000], 0.7767857142857143)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_max_pool', 6500], 0.7321428571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 6000], 0.6785714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 7500], 0.7321428571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_max_pool', 6000], 0.7276785714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_mean_pool', 6500], 0.7589285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 6500], 0.71875)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 5500], 0.7008928571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 3500], 0.6607142857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_mean_pool', 7500], 0.7366071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 7500], 0.6785714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 7500], 0.7410714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 7500], 0.6741071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 4500], 0.7633928571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_mean_pool', 3000], 0.7455357142857143)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 4500], 0.6875)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_mean_pool', 7500], 0.7410714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_max_pool', 5500], 0.7232142857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_mean_pool', 6000], 0.7053571428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_mean_pool', 4500], 0.7544642857142857)
INFO:nas.trainer:train | 4 era_time 10328.109506368637
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 7500], 0.7008928571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_max_pool', 8000], 0.7098214285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_mean_pool', 3500], 0.7455357142857143)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 7500], 0.7008928571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.6651785714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 4500], 0.7276785714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_mean_pool', 5000], 0.7455357142857143)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 6500], 0.7410714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_max_pool', 3500], 0.7053571428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_mean_pool', 6000], 0.7321428571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_mean_pool', 7000], 0.7589285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_mean_pool', 7500], 0.6160714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_mean_pool', 7500], 0.6785714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_max_pool', 7000], 0.75)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7000], 0.71875)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.6696428571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 6000], 0.6785714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 6500], 0.7276785714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 3000], 0.7455357142857143)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 3000], 0.7410714285714286)
INFO:nas.trainer:train | 5 era_time 10341.205059051514
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 6500], 0.71875)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 5000], 0.6785714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_mean_pool', 5000], 0.65625)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_max_pool', 6500], 0.7544642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 4500], 0.7455357142857143)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 3500], 0.6875)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_max_pool', 4500], 0.7678571428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5000], 0.7008928571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 6500], 0.7276785714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_max_pool', 5000], 0.7723214285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3000], 0.6785714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 7000], 0.7589285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_mean_pool', 7500], 0.7366071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7000], 0.6964285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 7000], 0.7232142857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7500], 0.7142857142857143)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 7000], 0.7321428571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_max_pool', 7500], 0.7723214285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_mean_pool', 7500], 0.7589285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_add_pool', 7000], 0.75)
INFO:nas.trainer:train | 6 era_time 10102.780032634735
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_mean_pool', 6500], 0.75)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 4000], 0.6785714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_mean_pool', 3000], 0.7544642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 7500], 0.7455357142857143)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_add_pool', 4500], 0.71875)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_max_pool', 7000], 0.75)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_mean_pool', 6500], 0.7366071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 8000], 0.7366071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_mean_pool', 7500], 0.6741071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 7000], 0.7053571428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_max_pool', 4500], 0.7321428571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 4500], 0.7321428571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_mean_pool', 7500], 0.7633928571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_max_pool', 6500], 0.7589285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 6500], 0.71875)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_add_pool', 5000], 0.7366071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 3000], 0.75)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_mean_pool', 3000], 0.7544642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 3000], 0.7366071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 6500], 0.7589285714285714)
INFO:nas.trainer:train | 7 era_time 10147.146239995956
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 7000], 0.7589285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 5500], 0.6875)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_max_pool', 7500], 0.7366071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 5500], 0.7366071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 6500], 0.6741071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 7500], 0.7544642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_mean_pool', 7000], 0.7589285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_mean_pool', 6500], 0.7008928571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 6500], 0.7098214285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 7500], 0.71875)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 5500], 0.6785714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 3000], 0.7455357142857143)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_mean_pool', 3000], 0.7678571428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_max_pool', 3000], 0.7455357142857143)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 3000], 0.7276785714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_max_pool', 3000], 0.7589285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 6500], 0.6785714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_max_pool', 7500], 0.7589285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 3000], 0.7723214285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 4000], 0.6875)
INFO:nas.trainer:train | 8 era_time 9605.053601026535
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_max_pool', 7000], 0.7366071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 7000], 0.7366071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_max_pool', 3000], 0.7589285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_max_pool', 3000], 0.7276785714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 3000], 0.7544642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 3000], 0.6696428571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_mean_pool', 4500], 0.7589285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 3500], 0.7410714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 3000], 0.6741071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 7000], 0.7544642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 3000], 0.7410714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_mean_pool', 7500], 0.7410714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 3000], 0.7232142857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 7500], 0.6473214285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 3000], 0.7544642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_mean_pool', 3000], 0.6830357142857143)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_mean_pool', 7500], 0.7633928571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_mean_pool', 7500], 0.6785714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_max_pool', 4500], 0.7857142857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_mean_pool', 4500], 0.7276785714285714)
INFO:nas.trainer:train | 9 era_time 8404.313325166702
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 3000], 0.7589285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_mean_pool', 3000], 0.6116071428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_mean_pool', 4500], 0.5446428571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_max_pool', 3000], 0.7633928571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_max_pool', 7500], 0.7410714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 3500], 0.6785714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 4500], 0.6205357142857143)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_mean_pool', 7500], 0.6919642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 7000], 0.7276785714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 3000], 0.7053571428571429)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_mean_pool', 3000], 0.7410714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_max_pool', 3000], 0.6830357142857143)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_max_pool', 4500], 0.7321428571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 3000], 0.7410714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 7000], 0.7410714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_max_pool', 3000], 0.7410714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 7000], 0.6964285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 7500], 0.7544642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_mean_pool', 7500], 0.6651785714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_mean_pool', 7500], 0.7589285714285714)
INFO:nas.trainer:train | 10 era_time 8432.66094994545
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_max_pool', 7000], 0.7633928571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_max_pool', 3000], 0.7544642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_max_pool', 3000], 0.7633928571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 5000], 0.6919642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_max_pool', 7500], 0.7276785714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_mean_pool', 7000], 0.7410714285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 3000], 0.7723214285714286)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_max_pool', 3000], 0.7857142857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 7000], 0.6651785714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_mean_pool', 7000], 0.7544642857142857)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_max_pool', 4500], 0.7589285714285714)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_max_pool', 3000], 0.7008928571428571)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_max_pool', 7000], 0.7053571428571429)
